sku,nombre,categoria,precio,stock,stock_minimo
SKU00454,Monitor 4K Sony,Electronica,11316.97,36,20
SKU00455,Barra Sonido Apple,Audio,4712.40,5,20
SKU00456,HDD Anker,Almacenamiento,1712.50,114,50
SKU00457,Monitor 4K HyperX,Electronica,10990.62,12,15
SKU00458,Mouse Ergonomico TP-Link,Accesorios,1256.91,10,25
SKU00459,Chromebook Asus,Electronica,12359.61,7,25
SKU00460,Chromebook Samsung,Electronica,13335.85,81,50
SKU00461,Bocina Bluetooth Lenovo,Audio,1014.58,16,25
SKU00462,Monitor Gaming,Electronica,5499.25,109,50
SKU00463,Teclado Gaming Canon,Accesorios,2893.65,2,50
SKU00464,Teclado Mecanico Asus,Accesorios,1932.13,58,20
SKU00465,Touchpad BenQ,Accesorios,999.92,3,30
SKU00466,Monitor Curvo BenQ,Electronica,7205.64,48,30
SKU00467,Audifonos Gigabyte,Audio,743.50,148,50
SKU00468,Mouse Ergonomico Dell,Accesorios,467.91,44,50
SKU00469,Monitor MSI,Electronica,7734.80,13,30
SKU00470,Touchpad,Accesorios,648.80,129,50
SKU00471,Microfono MSI,Audio,1825.88,6,5
SKU00472,Stylus Corsair,Accesorios,2154.20,38,15
SKU00473,NAS WD,Almacenamiento,5484.97,51,30
SKU00474,Impresora,Impresion,6990.44,25,15
SKU00475,Barra Sonido Seagate,Audio,4928.10,44,30
SKU00476,Escaner,Impresion,2569.00,37,20
SKU00477,Microfono SanDisk,Audio,2001.09,18,10
SKU00478,Adaptador USB,Cables,198.68,60,25
SKU00479,Laptop Xiaomi,Electronica,20506.85,50,20
SKU00480,Monitor Logitech,Electronica,4269.32,53,20
SKU00481,Audifonos Gaming,Audio,679.94,87,30
SKU00482,Monitor Lenovo,Electronica,10853.35,44,20
SKU00483,HDD Anker,Almacenamiento,681.74,54,25
SKU00484,Microfono USB Razer,Audio,1745.41,13,20
SKU00485,Bocina Sony,Audio,2398.91,11,15
SKU00486,Chromebook Anker,Electronica,13884.63,15,15
SKU00487,HDD Externo Canon,Almacenamiento,2835.76,0,5
SKU00488,Notebook Dell,Electronica,20496.65,8,20
SKU00489,Microfono HP,Audio,2326.24,28,15
SKU00490,Ultrabook Xiaomi,Electronica,23034.38,39,30
SKU00491,SSD Externo HP,Almacenamiento,2939.58,14,15
SKU00492,Stylus Logitech,Accesorios,1146.36,32,30
SKU00493,Audifonos Gaming Asus,Audio,621.16,44,25
SKU00494,Pasta Termica,Componentes,184.92,14,10
SKU00495,Monitor Curvo Lenovo,Electronica,8471.34,3,5
SKU00496,Cartucho Tinta,Impresion,526.11,34,15
SKU00497,RAM Xiaomi,Componentes,2469.34,37,25
SKU00498,Monitor Gaming TP-Link,Electronica,9254.78,9,15
SKU00499,Audifonos Asus,Audio,397.27,45,15
SKU00500,Barra Sonido Asus,Audio,4605.00,24,10
SKU00501,Mouse Seagate,Accesorios,562.01,8,5
SKU00502,MacBook Asus,Electronica,23313.12,13,10
SKU00503,MacBook Lenovo,Electronica,37839.61,62,25
SKU00504,Ultrabook HP,Electronica,21739.56,6,15
SKU00505,Touchpad Dell,Accesorios,2226.43,57,20
SKU00506,HDD Externo Lenovo,Almacenamiento,1456.98,6,5
SKU00507,Teclado Mecanico HyperX,Accesorios,2429.90,3,15
SKU00508,NAS Corsair,Almacenamiento,8931.69,19,15
SKU00509,RAM SanDisk,Componentes,2027.79,13,25
SKU00510,Bocina Bluetooth Gigabyte,Audio,2355.18,6,30
SKU00511,Audifonos Razer,Audio,262.23,3,5
SKU00512,USB Drive SanDisk,Almacenamiento,210.73,12,5
SKU00513,SSD Lenovo,Almacenamiento,2869.06,1,15
SKU00514,Monitor Curvo BenQ,Electronica,8332.16,18,10
SKU00515,Microfono USB Samsung,Audio,505.75,15,25
SKU00516,Chromebook Apple,Electronica,11441.63,54,50
SKU00517,Procesador Corsair,Componentes,9258.47,2,10
SKU00518,Tarjeta Video Logitech,Componentes,14798.73,44,15
SKU00519,MacBook Apple,Electronica,35686.28,18,20
SKU00520,Touchpad Anker,Accesorios,1197.91,42,15
SKU00521,RAM MSI,Componentes,1075.10,18,10
SKU00522,Funda Laptop,Accesorios,881.98,20,25
SKU00523,SSD Seagate,Almacenamiento,1407.25,4,5
SKU00524,Bocina Bluetooth Kingston,Audio,2874.05,31,30
SKU00525,Mouse Samsung,Accesorios,241.75,63,30
SKU00526,SSD Externo BenQ,Almacenamiento,2265.17,5,20
SKU00527,HDD Externo Acer,Almacenamiento,3449.36,32,50
SKU00528,Ultrabook Sony,Electronica,25981.94,18,50
SKU00529,Monitor 4K Apple,Electronica,23265.36,10,5
SKU00530,Monitor Curvo HP,Electronica,19424.41,7,20
SKU00531,Monitor 4K Acer,Electronica,7102.93,35,20
SKU00532,Bocina Samsung,Audio,2082.62,32,20
SKU00533,Tarjeta Video Xiaomi,Componentes,9290.61,80,30
SKU00534,Microfono Sony,Audio,1684.47,64,25
SKU00535,NAS,Almacenamiento,8034.59,19,15
SKU00536,Audifonos Bluetooth LG,Audio,1463.42,87,30
SKU00537,SSD Externo WD,Almacenamiento,5776.49,1,5
SKU00538,SSD Acer,Almacenamiento,1852.98,3,50
SKU00539,Microfono Canon,Audio,2736.27,9,10
SKU00540,Stylus Seagate,Accesorios,1999.34,64,30
SKU00541,Microfono USB Gigabyte,Audio,1407.61,145,50
SKU00542,Laptop BenQ,Electronica,8520.44,7,10
SKU00543,Bocina Epson,Audio,1529.06,19,10
SKU00544,Docking Station,Cables,4800.33,16,25
SKU00545,Touchpad MSI,Accesorios,908.67,43,50
SKU00546,RAM Epson,Componentes,706.14,55,50
SKU00547,Procesador LG,Componentes,14949.08,32,15
SKU00548,Audifonos Anker,Audio,719.37,122,50
SKU00549,NAS WD,Almacenamiento,8571.87,12,10
SKU00550,Router,Redes,1339.22,0,5
SKU00551,Mouse Gaming Asus,Accesorios,507.32,38,30
SKU00552,SSD Externo Epson,Almacenamiento,3038.68,34,20
SKU00553,SSD Externo Anker,Almacenamiento,3550.21,37,15
SKU00554,Regulador,Energia,309.13,1,25
SKU00555,Mouse Sony,Accesorios,223.14,30,20
SKU00556,Monitor 4K Lenovo,Electronica,8754.11,21,30
SKU00557,NAS Xiaomi,Almacenamiento,12436.94,41,20
SKU00558,Monitor 4K SanDisk,Electronica,14666.80,15,25
SKU00559,Monitor 4K Apple,Electronica,16972.56,22,15
SKU00560,Touchpad TP-Link,Accesorios,688.05,2,5
SKU00561,Cable DisplayPort,Cables,321.70,88,30
SKU00562,Ventilador,Componentes,1040.13,16,10
SKU00563,Audifonos Gaming Apple,Audio,1034.00,74,25
SKU00564,Ultrabook Logitech,Electronica,19467.04,4,15
SKU00565,Barra Sonido SanDisk,Audio,6530.12,9,10
SKU00566,Touchpad HP,Accesorios,2149.53,31,20
SKU00567,Teclado Seagate,Accesorios,639.60,2,5
SKU00568,Microfono Asus,Audio,2705.65,4,10
SKU00569,Mouse Gaming Lenovo,Accesorios,591.40,17,25
SKU00570,Tarjeta Video Samsung,Componentes,20857.31,10,10
SKU00571,Procesador Apple,Componentes,13511.28,18,20
SKU00572,Microfono USB Logitech,Audio,1007.72,52,30
SKU00573,NAS Acer,Almacenamiento,17780.32,0,15
SKU00574,Audifonos Anker,Audio,584.21,66,25
SKU00575,Microfono Anker,Audio,1146.79,13,30
SKU00576,Microfono MSI,Audio,1840.19,7,5
SKU00577,Fuente Poder Dell,Componentes,1272.60,51,20
SKU00578,Monitor 4K,Electronica,11984.95,28,10
SKU00579,Microfono USB SanDisk,Audio,1509.12,19,30
SKU00580,Monitor Curvo Gigabyte,Electronica,6230.11,6,5
SKU00581,Barra Sonido Epson,Audio,6084.23,3,25
SKU00582,Laptop Asus,Electronica,18545.04,79,30
SKU00583,SSD BenQ,Almacenamiento,1932.35,39,15
SKU00584,Ultrabook Kingston,Electronica,13866.86,15,25
SKU00585,NAS TP-Link,Almacenamiento,11265.13,86,30
SKU00586,MicroSD MSI,Almacenamiento,730.01,3,10
SKU00587,Camara Seguridad,Video,3274.49,5,20
SKU00588,Tarjeta Video Seagate,Componentes,4664.46,16,10
SKU00589,Stylus Kingston,Accesorios,2424.38,12,10
SKU00590,Teclado Corsair,Accesorios,1175.28,6,25
SKU00591,Monitor 4K Corsair,Electronica,18285.80,29,20
SKU00592,SSD BenQ,Almacenamiento,2855.27,36,15
SKU00593,Monitor Gaming Lenovo,Electronica,24325.76,47,25
SKU00594,Microfono USB HP,Audio,764.67,6,5
SKU00595,RAM Samsung,Componentes,1567.60,38,25
SKU00596,MicroSD Epson,Almacenamiento,274.43,14,15
SKU00597,Teclado Gaming Canon,Accesorios,2593.09,7,5
SKU00598,USB Drive Acer,Almacenamiento,303.57,60,50
SKU00599,Teclado Epson,Accesorios,889.26,3,15
SKU00600,Lampara Escritorio,Accesorios,1122.54,30,50
SKU00601,Fuente Poder Epson,Componentes,2312.16,74,30
SKU00602,USB Drive Xiaomi,Almacenamiento,301.15,48,50
SKU00603,Notebook Anker,Electronica,18855.89,34,20
SKU00604,Laptop Canon,Electronica,21528.18,12,15
SKU00605,Microfono USB Gigabyte,Audio,1496.50,61,30
SKU00606,Monitor Gaming WD,Electronica,16437.72,31,20
SKU00607,RAM BenQ,Componentes,2842.87,1,15
SKU00608,SSD Sony,Almacenamiento,2142.17,4,30
SKU00609,Teclado Mecanico Canon,Accesorios,1707.88,71,25
SKU00610,Mouse Gaming SanDisk,Accesorios,1081.93,18,25
SKU00611,Tarjeta Video Sony,Componentes,16632.52,21,10
SKU00612,Tarjeta Video Sony,Componentes,16362.50,56,25
SKU00613,Mouse BenQ,Accesorios,183.67,16,15
SKU00614,Smartwatch,Electronica,2686.28,114,50
SKU00615,Bocina Samsung,Audio,2244.69,25,10
SKU00616,Mouse Gaming Sony,Accesorios,918.87,2,20
SKU00617,Notebook HyperX,Electronica,16850.79,7,20
SKU00618,Adaptador USB,Cables,414.55,60,20
SKU00619,Microfono USB HP,Audio,791.50,0,20
SKU00620,Monitor Curvo Lenovo,Electronica,14676.77,13,5
SKU00621,Procesador BenQ,Componentes,6289.77,11,15
SKU00622,Monitor Gaming Samsung,Electronica,6000.43,8,25
SKU00623,Silla Gaming,Gaming,9500.50,26,10
SKU00624,Chromebook Xiaomi,Electronica,5927.95,67,30
SKU00625,Teclado Gaming Sony,Accesorios,2258.32,12,25
SKU00626,Licencia Adobe,Software,2908.08,21,15
SKU00627,Mouse Gaming Samsung,Accesorios,834.40,56,20
SKU00628,MicroSD Seagate,Almacenamiento,446.21,6,5
SKU00629,Teclado Seagate,Accesorios,724.35,16,10
SKU00630,Teclado MSI,Accesorios,1179.29,4,10
SKU00631,Ultrabook TP-Link,Electronica,20451.43,28,20
SKU00632,Funda Laptop,Accesorios,326.04,6,10
SKU00633,Monitor Curvo Apple,Electronica,7660.14,46,20
SKU00634,Monitor Curvo HP,Electronica,10329.30,10,10
SKU00635,Audifonos Kingston,Audio,876.42,22,20
SKU00636,Mouse Gigabyte,Accesorios,327.07,8,5
SKU00637,Audifonos Bluetooth Acer,Audio,2263.01,29,10
SKU00638,Volante Gaming,Gaming,1992.30,58,20
SKU00639,Laptop,Electronica,27527.40,1,10
SKU00640,NAS Apple,Almacenamiento,18343.69,33,50
SKU00641,Notebook Dell,Electronica,12119.66,38,30
SKU00642,Tarjeta Video Gigabyte,Componentes,12828.34,30,50
SKU00643,Mouse Ergonomico BenQ,Accesorios,769.51,32,15
SKU00644,Mouse Gaming HP,Accesorios,1752.00,27,10
SKU00645,Webcam 4K,Video,1038.25,18,30
SKU00646,Monitor Curvo Epson,Electronica,18308.37,3,10
SKU00647,Teclado Gaming,Accesorios,3236.20,7,5
SKU00648,Monitor 4K LG,Electronica,24831.38,8,10
SKU00649,Stylus WD,Accesorios,384.64,24,20
SKU00650,Chromebook MSI,Electronica,7265.18,13,30
SKU00651,Teclado Gaming Logitech,Accesorios,1916.83,31,50
SKU00652,Monitor Curvo Lenovo,Electronica,9979.92,12,25
SKU00653,MacBook MSI,Electronica,17780.31,27,15
SKU00654,Teclado Sony,Accesorios,767.45,69,30
SKU00655,Ultrabook Samsung,Electronica,25344.61,36,25
SKU00656,Notebook BenQ,Electronica,8325.25,8,50
SKU00657,USB Drive Xiaomi,Almacenamiento,130.76,35,30
SKU00658,Monitor 4K Logitech,Electronica,14734.10,53,30
SKU00659,Mouse Xiaomi,Accesorios,298.69,53,30
SKU00660,Monitor Gaming Epson,Electronica,14565.81,49,30
SKU00661,Stylus Dell,Accesorios,386.75,21,15
SKU00662,Notebook Dell,Electronica,15507.30,17,25
SKU00663,Monitor Curvo SanDisk,Electronica,20359.84,36,15
SKU00664,Touchpad BenQ,Accesorios,1948.51,7,5
SKU00665,MicroSD Razer,Almacenamiento,346.22,8,25
SKU00666,Notebook MSI,Electronica,14576.32,24,50
SKU00667,Bocina Bluetooth Asus,Audio,2886.68,19,50
SKU00668,MicroSD Epson,Almacenamiento,385.53,120,50
SKU00669,SSD MSI,Almacenamiento,3331.41,6,30
SKU00670,SSD Logitech,Almacenamiento,2505.44,22,10
SKU00671,Audifonos Bluetooth Lenovo,Audio,1462.64,70,25
SKU00672,Mouse Kingston,Accesorios,344.54,39,20
SKU00673,Audifonos MSI,Audio,187.51,29,10
SKU00674,Microfono SanDisk,Audio,1482.17,20,10
SKU00675,Monitor,Electronica,11468.50,3,10
SKU00676,Microfono USB SanDisk,Audio,741.94,4,5
SKU00677,Audifonos Gaming Seagate,Audio,2503.11,52,20
SKU00678,Barra Sonido Lenovo,Audio,2694.17,0,5
SKU00679,SSD Externo WD,Almacenamiento,5867.11,0,5
SKU00680,Monitor HP,Electronica,7601.32,43,15
SKU00681,Monitor Xiaomi,Electronica,3854.52,103,50
SKU00682,Microfono USB TP-Link,Audio,2273.69,47,20
SKU00683,Bocina Kingston,Audio,954.45,83,50
SKU00684,Pantalla Portatil Asus,Electronica,6219.17,11,10
SKU00685,HDD Lenovo,Almacenamiento,815.09,29,10
SKU00686,Mouse,Accesorios,377.01,10,15
SKU00687,Teclado Gaming Corsair,Accesorios,2504.78,10,20
SKU00688,Teclado Gaming BenQ,Accesorios,2039.22,5,5
SKU00689,MicroSD Dell,Almacenamiento,717.62,16,30
SKU00690,Monitor Seagate,Electronica,5134.50,17,10
SKU00691,Procesador,Componentes,9140.22,110,50
SKU00692,USB Drive Epson,Almacenamiento,204.05,4,25
SKU00693,Monitor Razer,Electronica,6019.10,7,30
SKU00694,USB Drive SanDisk,Almacenamiento,122.86,63,30
SKU00695,MacBook Corsair,Electronica,36384.72,146,50
SKU00696,Audifonos Dell,Audio,716.01,25,10
SKU00697,Mouse SanDisk,Accesorios,171.47,12,5
SKU00698,Microfono Lenovo,Audio,1886.68,17,30
SKU00699,Teclado Logitech,Accesorios,651.63,34,15
SKU00700,MacBook Lenovo,Electronica,33349.62,118,50
SKU00701,HDD Sony,Almacenamiento,1643.63,25,10
SKU00702,Mouse Gaming,Accesorios,561.72,35,25
SKU00703,Placa Base,Componentes,2997.96,32,25
SKU00704,Monitor Samsung,Electronica,9056.19,23,15
SKU00705,RAM TP-Link,Componentes,1330.94,51,25
SKU00706,Bocina Bluetooth WD,Audio,1071.89,13,10
SKU00707,SSD Externo Sony,Almacenamiento,3707.42,37,50
SKU00708,Audifonos,Audio,815.19,4,15
SKU00709,Stylus Asus,Accesorios,646.29,47,50
SKU00710,Mouse Seagate,Accesorios,527.44,0,5
SKU00711,Fuente Poder Asus,Componentes,2134.33,11,5
SKU00712,Mouse Ergonomico Acer,Accesorios,607.27,5,5
SKU00713,RAM LG,Componentes,2124.90,18,20
SKU00714,SSD BenQ,Almacenamiento,1808.87,8,10
SKU00715,Mouse Ergonomico Seagate,Accesorios,946.00,25,10
SKU00716,Ultrabook Epson,Electronica,16464.98,3,10
SKU00717,MicroSD Dell,Almacenamiento,138.01,62,50
SKU00718,Chromebook Logitech,Electronica,4844.08,9,10
SKU00719,Mouse Ergonomico Canon,Accesorios,811.32,0,10
SKU00720,Microfono USB Corsair,Audio,416.26,57,25
SKU00721,Teclado Mecanico SanDisk,Accesorios,3638.09,42,15
SKU00722,HDD Externo Logitech,Almacenamiento,1145.07,0,15
SKU00723,HDD Externo MSI,Almacenamiento,1757.96,1,20
SKU00724,Pantalla Portatil BenQ,Electronica,6523.60,141,50
SKU00725,Monitor 4K Sony,Electronica,13759.89,22,10
SKU00726,RAM Apple,Componentes,2058.09,67,30
SKU00727,Teclado Mecanico Anker,Accesorios,1053.87,14,20
SKU00728,Mouse Gaming Razer,Accesorios,896.56,64,25
SKU00729,Mouse Ergonomico Apple,Accesorios,913.24,12,15
SKU00730,Monitor Curvo Lenovo,Electronica,10011.28,6,20
SKU00731,RAM LG,Componentes,1272.27,9,10
SKU00732,Ultrabook Epson,Electronica,25406.78,96,50
SKU00733,Ultrabook Acer,Electronica,19860.30,5,5
SKU00734,SSD TP-Link,Almacenamiento,2770.69,22,15
SKU00735,Notebook Xiaomi,Electronica,9877.78,10,25
SKU00736,Microfono Dell,Audio,2342.71,18,15
SKU00737,HDD Externo TP-Link,Almacenamiento,4314.02,2,5
SKU00738,HDD BenQ,Almacenamiento,1150.70,23,50
SKU00739,Teclado Mecanico Lenovo,Accesorios,2945.78,14,5
SKU00740,HDD Externo HyperX,Almacenamiento,2089.51,29,50
SKU00741,Mouse Asus,Accesorios,244.39,14,15
SKU00742,HDD Externo Seagate,Almacenamiento,2775.01,57,25
SKU00743,Chromebook Gigabyte,Electronica,14242.56,45,50
SKU00744,Teclado Mecanico BenQ,Accesorios,2517.80,10,5
SKU00745,RAM HyperX,Componentes,631.45,28,30
SKU00746,Monitor Curvo MSI,Electronica,8668.85,69,25
SKU00747,RAM Anker,Componentes,515.24,46,50
SKU00748,Touchpad SanDisk,Accesorios,881.16,28,10
SKU00749,Bocina Bluetooth Corsair,Audio,3340.33,9,15
SKU00750,SSD MSI,Almacenamiento,1643.25,6,15
SKU00751,Microfono USB Seagate,Audio,600.61,11,5
SKU00752,Mouse Gaming Asus,Accesorios,2114.89,12,15
SKU00753,Teclado SanDisk,Accesorios,1019.36,18,30
SKU00754,NAS Razer,Almacenamiento,8822.45,43,25
SKU00755,Webcam 4K,Video,3330.15,23,30
SKU00756,Hub USB,Cables,900.64,15,20
SKU00757,Ultrabook Kingston,Electronica,16909.41,29,15
SKU00758,SSD Externo Epson,Almacenamiento,2195.37,15,25
SKU00759,RAM Dell,Componentes,2492.51,9,10
SKU00760,Camara Seguridad,Video,1619.08,37,50
SKU00761,Microfono Samsung,Audio,2104.79,46,20
SKU00762,Monitor Razer,Electronica,7382.86,9,10
SKU00763,Teclado Seagate,Accesorios,1749.35,19,25
SKU00764,Teclado Mecanico TP-Link,Accesorios,3233.33,43,15
SKU00765,Pantalla Portatil WD,Electronica,3395.97,89,30
SKU00766,Ultrabook Anker,Electronica,16776.45,31,15
SKU00767,Chromebook MSI,Electronica,9220.63,15,5
SKU00768,Escaner,Impresion,3579.55,29,10
SKU00769,Pantalla Portatil Canon,Electronica,4276.40,21,30
SKU00770,Procesador SanDisk,Componentes,2587.67,126,50
SKU00771,Audifonos Gaming TP-Link,Audio,552.74,41,15
SKU00772,Ultrabook Asus,Electronica,10766.21,2,30
SKU00773,Mouse Ergonomico Anker,Accesorios,752.03,68,30
SKU00774,Toner,Impresion,802.31,82,50
SKU00775,Fuente Poder,Componentes,3225.02,12,30
SKU00776,Pantalla Portatil HyperX,Electronica,9160.64,14,10
SKU00777,Teclado Gaming,Accesorios,2177.43,58,20
SKU00778,Microfono USB Gigabyte,Audio,1634.81,7,15
SKU00779,Barra Sonido Samsung,Audio,9966.03,14,15
SKU00780,SSD Epson,Almacenamiento,4033.77,74,25
SKU00781,Notebook Samsung,Electronica,18315.38,72,25
SKU00782,Chromebook Logitech,Electronica,6926.69,55,30
SKU00783,Microfono USB SanDisk,Audio,1283.29,71,50
SKU00784,HDD Externo SanDisk,Almacenamiento,3560.39,50,25
SKU00785,Stylus WD,Accesorios,2044.20,10,25
SKU00786,MicroSD HP,Almacenamiento,391.66,17,15
SKU00787,MicroSD MSI,Almacenamiento,312.77,10,5
SKU00788,Capturadora Video,Video,3055.45,8,20
SKU00789,Impresora,Impresion,8309.25,21,20
SKU00790,Bocina Bluetooth HyperX,Audio,2752.80,67,30
SKU00791,Microfono Asus,Audio,1827.03,2,5
SKU00792,SSD Acer,Almacenamiento,1413.42,38,15
SKU00793,Monitor Corsair,Electronica,9734.51,6,15
SKU00794,Audifonos Gaming Epson,Audio,936.73,19,20
SKU00795,Procesador,Componentes,3103.47,11,5
SKU00796,Procesador Kingston,Componentes,14066.19,2,10
SKU00797,HDD HyperX,Almacenamiento,1649.60,43,20
SKU00798,Microfono USB Lenovo,Audio,1449.12,9,15
SKU00799,Bocina Seagate,Audio,854.13,18,20
SKU00800,Mouse Ergonomico SanDisk,Accesorios,897.28,9,25
SKU00801,Touchpad TP-Link,Accesorios,1373.45,6,15
SKU00802,Bocina Bluetooth Samsung,Audio,1037.55,55,50
SKU00803,Microfono Logitech,Audio,1407.59,29,10
SKU00804,Bocina Asus,Audio,1325.20,14,5
SKU00805,HDD Asus,Almacenamiento,1676.03,47,30
SKU00806,Monitor Gaming Acer,Electronica,17954.35,22,15
SKU00807,Ventilador,Componentes,366.83,38,15
SKU00808,Monitor 4K Asus,Electronica,12667.53,57,25
SKU00809,Procesador Gigabyte,Componentes,3901.59,49,25
SKU00810,HDD Epson,Almacenamiento,1922.40,4,10
SKU00811,Teclado Mecanico WD,Accesorios,3088.98,5,10
SKU00812,HDD Externo Dell,Almacenamiento,4033.43,56,50
SKU00813,Laptop Anker,Electronica,19116.94,64,30
SKU00814,Stylus BenQ,Accesorios,749.75,37,20
SKU00815,Tarjeta Video Acer,Componentes,26119.53,6,15
SKU00816,Notebook Razer,Electronica,17013.73,14,10
SKU00817,NAS Asus,Almacenamiento,17646.80,4,30
SKU00818,Teclado Gaming Epson,Accesorios,3324.96,23,25
SKU00819,SSD Externo HP,Almacenamiento,2928.74,13,5
SKU00820,Mouse Ergonomico HyperX,Accesorios,842.27,24,50
SKU00821,Bocina Gigabyte,Audio,998.63,8,25
SKU00822,Teclado Mecanico HP,Accesorios,3500.11,21,10
SKU00823,Mouse HP,Accesorios,276.01,29,15
SKU00824,Barra Sonido BenQ,Audio,4117.12,22,15
SKU00825,USB Drive HyperX,Almacenamiento,240.99,17,15
SKU00826,Notebook Sony,Electronica,13585.03,30,10
SKU00827,Microfono Corsair,Audio,883.25,116,50
SKU00828,Gabinete,Componentes,2210.27,73,25
SKU00829,Procesador Kingston,Componentes,11557.41,16,10
SKU00830,Audifonos Dell,Audio,351.17,38,30
SKU00831,Mochila Laptop,Accesorios,1830.46,47,20
SKU00832,Touchpad Asus,Accesorios,1012.37,1,20
SKU00833,HDD Externo SanDisk,Almacenamiento,3047.19,74,50
SKU00834,Microfono USB Sony,Audio,584.02,18,20
SKU00835,Fuente Poder Canon,Componentes,1850.37,10,20
SKU00836,HDD Externo Acer,Almacenamiento,2206.84,56,20
SKU00837,Touchpad TP-Link,Accesorios,1380.09,26,10
SKU00838,Audifonos Bluetooth,Audio,2366.59,30,25
SKU00839,Mouse Gaming Seagate,Accesorios,2141.90,50,25
SKU00840,Fuente Poder Apple,Componentes,2851.48,13,15
SKU00841,Tarjeta Video Epson,Componentes,19405.18,14,20
SKU00842,Monitor 4K Samsung,Electronica,6865.30,2,10
SKU00843,Monitor 4K Samsung,Electronica,20153.39,29,10
SKU00844,Tarjeta Video TP-Link,Componentes,19883.05,22,25
SKU00845,Teclado Gaming LG,Accesorios,2829.59,4,5
SKU00846,Mouse Epson,Accesorios,137.50,33,20
SKU00847,Tarjeta Video Sony,Componentes,16620.61,30,25
SKU00848,Bocina Bluetooth Logitech,Audio,919.57,48,30
SKU00849,Mouse Gaming Corsair,Accesorios,702.25,12,5
SKU00850,Cartucho Tinta,Impresion,520.16,18,20
SKU00851,Mousepad XL,Accesorios,202.57,9,20
SKU00852,Microfono USB HP,Audio,1846.93,12,15
SKU00853,Audifonos Gaming MSI,Audio,1304.13,52,30
SKU00854,Bocina WD,Audio,1255.18,40,30
SKU00855,Mouse Ergonomico Anker,Accesorios,1019.86,47,20
SKU00856,Audifonos Bluetooth Sony,Audio,2111.10,17,25
SKU00857,Tarjeta Video Samsung,Componentes,22975.46,20,10
SKU00858,MacBook HyperX,Electronica,40707.60,33,15
SKU00859,SSD Externo BenQ,Almacenamiento,4062.98,69,25
SKU00860,Capturadora Video,Video,2741.01,52,25
SKU00861,Placa Base,Componentes,7452.27,21,30
SKU00862,Mouse Samsung,Accesorios,268.12,24,25
SKU00863,Laptop WD,Electronica,23471.10,130,50
SKU00864,USB Drive Lenovo,Almacenamiento,77.71,21,15
SKU00865,Ultrabook Anker,Electronica,15704.16,73,30
SKU00866,Teclado Mecanico BenQ,Accesorios,2778.89,16,25
SKU00867,Chromebook BenQ,Electronica,6120.69,3,25
SKU00868,Monitor 4K,Electronica,10664.60,28,50
SKU00869,Chromebook Seagate,Electronica,13986.31,39,20
SKU00870,HDD Externo Samsung,Almacenamiento,3292.30,37,25
SKU00871,Control Gaming,Gaming,1612.68,10,15
SKU00872,HDD WD,Almacenamiento,2534.66,33,25
SKU00873,MacBook Anker,Electronica,19286.54,30,50
SKU00874,Laptop HP,Electronica,26899.52,38,15
SKU00875,Mouse Dell,Accesorios,243.52,76,30
SKU00876,Monitor Gaming Canon,Electronica,8628.98,70,50
SKU00877,HDD Externo Kingston,Almacenamiento,2225.58,74,25
SKU00878,Bocina Bluetooth MSI,Audio,1569.78,14,5
SKU00879,Monitor 4K Samsung,Electronica,11124.03,17,10
SKU00880,Monitor Seagate,Electronica,7842.42,7,5
SKU00881,Pantalla Portatil Sony,Electronica,8048.77,4,5
SKU00882,Teclado Mecanico HP,Accesorios,1958.96,9,10
SKU00883,Monitor Xiaomi,Electronica,12035.45,14,5
SKU00884,Audifonos Bluetooth Epson,Audio,2246.46,4,5
SKU00885,MacBook Sony,Electronica,39113.72,0,10
SKU00886,Adaptador WiFi,Redes,203.69,58,25
SKU00887,Monitor Curvo Logitech,Electronica,12470.94,30,20
SKU00888,RAM Canon,Componentes,1375.31,36,20
SKU00889,Laptop Samsung,Electronica,14225.71,57,25
SKU00890,Mouse Gaming,Accesorios,1587.06,5,5
SKU00891,Mouse Gaming Seagate,Accesorios,1864.39,36,15
SKU00892,RAM Acer,Componentes,627.24,62,25
SKU00893,Mouse Ergonomico WD,Accesorios,327.14,4,5
SKU00894,SSD SanDisk,Almacenamiento,2752.81,50,50
SKU00895,Touchpad TP-Link,Accesorios,2029.32,69,25
SKU00896,Teclado Gigabyte,Accesorios,1354.74,2,10
SKU00897,Teclado Gaming Xiaomi,Accesorios,1661.75,43,25
SKU00898,Bocina Bluetooth LG,Audio,3837.46,12,10
SKU00899,Audifonos TP-Link,Audio,613.62,47,20
SKU00900,USB Drive Anker,Almacenamiento,234.41,127,50
SKU00901,Monitor Gaming HyperX,Electronica,8941.22,21,10
SKU00902,Audifonos Bluetooth Samsung,Audio,1293.93,34,15
SKU00903,Monitor Gigabyte,Electronica,3555.82,12,10
SKU00904,Barra Sonido BenQ,Audio,1593.20,13,10
SKU00905,Chromebook Razer,Electronica,9826.67,33,20
SKU00906,Pantalla Portatil Apple,Electronica,5919.40,13,20
SKU00907,NAS,Almacenamiento,5649.18,41,20
SKU00908,HDD Externo Samsung,Almacenamiento,1619.41,50,20
SKU00909,SSD HP,Almacenamiento,2817.42,7,15
SKU00910,Procesador Logitech,Componentes,4137.65,2,5
SKU00911,Bocina Seagate,Audio,1123.56,19,10
SKU00912,Teclado Gaming HyperX,Accesorios,2044.47,17,20
SKU00913,Bocina Bluetooth,Audio,3205.11,27,15
